,MarketName,Website,city,x,y,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
157,American National Bank Downtown Farmers Market Festival,,Grand Junction,-108.564,39.0682,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
158,Amerisafe Downtown Pavilion & Farmers Market,http://www.cityofderidder.org,DeRidder,-93.2862,30.8469,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
159,Amery Farmers Market,,Amery,-92.3624,45.3072,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N
160,Ames Farmers' Market,http://www.amesfarmersmarket.com,Ames,-93.6176,42.0249,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N
161,Amherst Farmers Market,,Amherst,-71.6256,42.8646,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N
162,Amherst Farmers' Market,http://www.AmherstFarmersMarket.com,Amherst Center,-72.519422,42.374858,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
163,Amherst Winter Farmers' Market,,Amherst,-71.8003,42.3658,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
164,Amityville Farmers Market,http://www.winterfarmersmarketlongisland.com,Amityville,-73.4204356,40.6893186,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y
165,Amma Farmers Market,,Amma,-81.255883,38.583305,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N
166,Anaconda Community Market,,Anaconda,-112.948115,46.129234,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N
167,Anacortes Farmers Market,http://www.anacortesfarmersmarket.org,Anacortes,-122.609181,48.516974,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
168,Anamoose Market in the Park,,Anamoose,-100.24061,47.880722,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
169,Anamosa Farmers Market,,Anamosa,-91.2795,42.1083,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
170,Anchorage Farmers Market,http://www.anchoragefarmersmarket.org,Anchorage,-152.571,64.3172,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N
171,Anchorage Market & Festival,http://www.anchoragemarkets.com,Anchorage,-149.891,61.2195,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
172,Anderson County Farmers Market,http://www.andersoncountysc.org/web/Farmers_00.asp,Anderson,-82.652183,34.506745,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N
173,Anderson County Farmers Market,,Lawrenceburg,-84.917486,38.050707,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y
174,Anderson Farm Market,,Xenia,-83.8824,39.7668,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
175,Anderson Farmers' Market,http://www.andersonfarmersmarket.org,Cincinnati,-84.350477,39.078417,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N
176,Anderson Happy Valley Farmers Market,,Anderson,-122.408,40.4487,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
177,Andersonville Farmers Market,http://www.andersonville.org,Chicago,-87.6687,41.978,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N
178,Andover Farmers Market,,Andover,-93.3573105,45.2192618,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
179,Andover Farmers Market,http://www.andoverhistorical.org/market,Andover,-71.138738,42.653466,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,Y
180,Andrews Farmers Market,http://www.andrewsfarmersmarket.com,Andrews,-83.8232,35.2027,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
181,Angelica Farmers' Market,http://www.localharvest.org/angelica-farmers-market-M23451,Angelica,-78.026857,42.309251,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y
182,Angels Camp Farmers Market-Fresh Fridays,http://www.angelscampbusiness.com/events/fresh-fridays/,Angels Camp,-120.5427,38.072158,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y
183,Ann Arbor Farmers Market,http://www.a2gov.org/market,Ann Arbor,-83.7465,42.2838,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N
184,Anna/Union County Farmers Market,,Anna,-89.2093,37.4604,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
185,Annandale Farmers Market,http://www.fairfaxcounty.gov/parks/wp-farm-mkt.htm,Annandale,-77.1743,38.8348,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
186,Annapolis FRESHFARM Market,http://www.freshfarmmarkets.org/markets/annapolis.html,Annapolis,-76.48621,38.97658,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N
187,Anne Arundel County (Riva),http://www.aacofarmersmarket.com/,Annapolis,-76.5556,38.9763,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N
188,Anne Heyliger Vegetable Market,,Saint Croix,-64.8799,17.7099,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
189,Anniston Downtown Farmers Market,http://www.spiritofanniston.org,Anniston,-85.832,33.6625,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
190,Anoka County Growers Association/ Anoka Market,,Anoka,-93.384261,45.197726,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
191,Anoka County Growers/ St. Timothy Church Blaine,,Blaine,-93.2525239,45.13304,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
192,Anoka County Growers/Immaculate Conception Church,,Columbia Heights,-93.2459,45.0489,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
193,Anselma Farmers' and Artisans' Market,http://www.facebook.com/anselmamarket,Chester Springs,-75.641899,40.079648,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N
194,Anson County Farmers Market,,Wadesboro,-80.052567,34.940829,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
195,Anthem Community Farmers Market,http://www.Arizonafarmersmarkets.com,Anthem,-112.12314,33.849663,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
196,Anthony Farmers Market,,Anthony,-98.038,37.1521,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
197,Antigo Farmers Market,http://www.antigomarket.com,Antigo,-89.15228,45.14188,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N
198,Antioch Farmers' Market at Somersville Towne Center,http://www.pcfma.com/market_producers.php?market_id=70,Antioch,-121.844338,38.002918,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N
199,Antrim County Farmers Market,,Bellaire,-85.2095,44.9718,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
200,Appalachian Farmers' Market,http://www.appfarmersmarket.com,Gray,-82.4819,36.4183,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N
201,Apple Country Farmers Market,http://www.applecountryorchards.com,Lubbock,-101.8364,33.57785,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
202,Apple Country Farmers Market,http://www.applecountryorchards.com,Idalou,-101.611862,33.666336,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
203,Apple Valley Farmers' Market,,Apple Valley,-93.2072,44.7309,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
204,Appleton Downtown Farm Market,http://www.appletondowntown.org,Appleton,-88.40703,44.26201,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N
205,Appleton Downtown Farm Market,http://www.appletondowntown.org,Appleton,-88.406203,44.261961,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N
206,Aptos Farmers Market at Cabrillo College,http://www.montereybayfarmers.org,Aptos,-121.924643,36.988442,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N
207,Aquidneck Grange Farmers Market,,Middletown,-71.2842,41.521,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
208,Aquidneck Growers Markets,http://www.aquidneckgrowersmarket.org,Middletown,-71.2732884,41.5295811,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N
209,ARAB FARMERS MARKET,,ARAB,-86.495876,34.320401,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
211,Arcade Farmers' Market,,Arcade,-78.4308288,42.5337764,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y
212,Arcadia Valley Farmers' Market,,Ironton,-90.6278618,37.5945109,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N
213,Arcata Plaza Farmers' Market,http://www.humfarm.org,Arcata,-124.087,40.8686,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
214,Arcata Plaza Farmers' Market,http://www.humfarm.org,Arcata,-124.083,40.8665,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
215,Archwood Green Barns Farmers Market,,The Plains,-77.7875,38.851,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
216,Area Farmers Market,http://www.brazosvalleyfarmersmarket.com,Corpus Christi,-97.4258,27.7763,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
217,Arenac Conservation District Farmers Market,http://www.arenacconservationdistrict.com,Standish,-83.961296,43.983428,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N
218,Arivaca Market,,Arivaca,-111.319,31.591,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
219,Ark City Farm & Art Market,http://www.arkcity.org/CurrentEvents.asp?EID=1457,Arkansas City,-97.0386,37.0609,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
220,Arkansas County/North Farmers Market,,Stuttgart,-91.5488,34.4851,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
221,Arkansas County/South Farmers Market,,DeWitt,-91.3401,34.2823,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
222,Arkansas Home Grown Market I,,Little Rock,-92.3709,34.7568,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
223,Arkansas Home Grown Market II,,Little Rock,-92.2329,34.7955,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
224,Arkansas Home Grown Market III,,Little Rock,-92.3452,34.7404,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
225,Arkansas Local Food Network Online Farmers Market,http://www.littlerock.locallygrown.net,Little Rock,-92.269599,34.743076,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
226,Arlene Knudson,,Osgood,-85.2924,39.1313,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
227,Arlington CFM,,Oakland,-122.275,37.8421,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
228,Arlington Farmers Market,http://www.Arlingtonfarmersmarket.blogspot.com,Arlington,-122.1264564,48.1936753,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
229,Arlington Farmers Market,http://www.farmersmarketarlington.org/,Arlington,-71.1523,42.4179,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
230,Arlington Farmers Market,http://www.arlingtonhasit.org,Poughkeepsie,-73.8963603,41.6818665,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
231,Arlington Farmers Market,http://www.arlingtonparks.us/farmersmarket,Arlington,-77.08382,38.889646,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N
232,Arlington Heights Farmers Market,,Arlington,-87.9808,42.086,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
233,Armijo Village Growers' Market,,Albuquerque,-106.67716,35.052905,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
234,Armory Farmers Market,http://www.farmfresh.org/markets,Providence,-71.431725,41.813396,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
235,Arnold Farmers Market,,Arnold,-90.341844,38.453347,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
236,Arnold-Mountain Growers Farmers Market,,Murphys,-120.362,38.239,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
237,Arroyo Grande Oak Park Plaza Farmers Market,,Arroyo Grande,-120.604495,35.130092,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
238,Arroyo Grande Spencers CFM,,Arroyo Grande,-120.606,35.1221,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
239,Art N Harvest Market,http://www.keepputnambeautiful.org,Palatka,-81.6332,29.6481,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
240,Arthur Produce Auction,,Arthur,-88.4518,39.7033,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
241,Artisan and Agriculture Market,,Bruce Township,-83.020856,42.831033,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N
242,Artisan Foodworks Thursday Evening Market,http://www.artisanfoodworks.com/,Columbus,-85.953111,39.292351,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N
243,Artisan Gift and Farmers Market,,TUCSON,-110.799,32.2579,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
244,Arvada Farmers Market,http://www.arvadafarmersmarket.com,Arvada,-105.081455,39.800138,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N
245,Arvada Five Parks Farmers Market,http://www.arvadafiveparksfarmersmarket.blogspot.com/,Arvada,-105.155,39.8488,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
246,Asbury Fresh,http://www.asburyfresh.com/,Asbury Park,-74.0094,40.2164,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
247,Asbury Park Carousel Farmers' Market,,Asbury Park,-74.0007788,40.219339,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,Y
248,Ashboro Downtown Farmers Market,,Asheboro,-79.8175,35.7049,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
249,Ashburn (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,Chicago,-87.626,41.8851,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
250,Ashburn Farmers Market,http://www.loudounfarmersmarkets.org,Ashburn,-77.477914,39.023117,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y
251,Ashburnham Farmers Market,,Ashburnham,-71.9098,42.6372,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
252,Ashby Farmers Market,,Ashby,-71.8208,42.6778,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
253,Ashdown Farmers Market,,Ashdown,-94.131,33.6747,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
254,Ashe County Farmers Market,http://www.ashefarmersmarket.com,West Jefferson,-81.493514,36.402494,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N
255,Asheville City Market,http://www.asapconnections.org/citymarket.html,Asheville,-82.5486,35.5937,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
256,Ashfield Farmers Market,http://www.ashfieldfarmersmarket.com,Ashfield,-72.790325,42.525744,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y
258,ASHFORD FARMERS’ MARKET,,Ashford,-72.1646,41.8663,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
259,Ashland Area Farmers Market,,Ashland,-90.8907,46.5882,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
260,Ashland Farmers Market,http://www.AshlandFarmersMarket.org,Ashland,-71.461125,42.259924,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
261,Ashland Farmers Market,http://www.facebook.com/ashlandfarmersmarket,Ashland,-77.483403,37.758687,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N
262,Ashland Saturday Market,http://www.rvgrowersmarket.com,Ashland,-122.714,42.1974,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y
263,Ashland Tuesday Market,http://www.rvgrowersmarket.com,Ashland,-122.692,42.1945,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
264,Ashland United Methodist Church Farmers Market,http://www.ashlandumc.com/gallery/seeds/seeds.htm,Columbia,-81.1279,34.0412,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
265,Ashley County Farmers Market,,Crossett,-91.9664,33.1353,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
266,Ashley Farmers Market,,Ashley,-99.3684,46.0344,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
267,Ashley Valley Farmers' Market (Vernal),http://www.avfarmersmarket.com,Vernal,-109.5240917,40.45574722,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N
268,Ashmont/Peabody Square Farmers Market,http://www.smams.org,Dorchester,-71.0643572,42.2855835,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
269,Ashotn Farmers Market,http://www.gardenshelper.blogspot.com,Ashton,-111.446,44.0714,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
270,Ashtabula Farmers Market,,Ashtabula,-80.7998,41.8995,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
271,Aspen Saturday Market,,Aspen,-106.817,39.1894,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
272,Astoria Greenmarket,http://www.grownyc.org,Queens,-73.9325,40.7677,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
273,Astoria Sunday Market,http://www.AstoriaSundayMarket.com,Astoria,-123.830145,46.189282,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y
274,ASU Farmers Market,http://www.students.asu.edu/farmersmarket,Tempe,-111.9349065,33.418338,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
275,ASU Regional Farmers Market,http://www.asuregionalfarmersmarket.org,Jonesboro,-90.667386,35.840745,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N
276,ASUEP Natchez Farmers Market,,Natchez,-91.384921,31.556011,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N
277,ATACs Capitan Farmers Market,http://www.ataclincolncounty.org,Capitan,-105.573,33.5455,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
278,Atascadero Farmers Market,http://www.northcountyfarmersmarkets.com/,Atascadero,-120.664,35.4858,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
279,Atascadero Farmers Market,,Paso Robles,-120.667,35.4882,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
280,Atascadero Main Street CFM,,Atascadero,-120.669,35.4901,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
281,Atchison Farmers Market,http://www.atchisonfarmersmarket.com,Atchison,-95.119747,39.560806,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
282,Athen Farmers Market,,Athens,-85.235,42.0885,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N
283,Athens Farmers Market,,Athens,-86.9735,34.8013,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
284,Athens Farmers Market,,Athens,-89.723,39.9602,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
285,Athens Farmers Market,http://www.athensfarmersmarket.net,Athens,-83.412972,33.964184,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
286,Athens Farmers Market,http://www.athensfarmersmarket.net,Athens,-83.376069,33.959771,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N
287,Athens Farmers Market,http://www.athensfarmersmarket.org,Athens,-82.057915,39.335982,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
289,Athens Locally Grown,http://www.athens.locallygrown.net,Athens,-83.383849,33.956318,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
290,Atherton Market,http://www.athertonmillandmarket.com,Charlotte,-80.86127,35.20844,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y
291,Athol Farmers Market,http://www.townofathol.org,Athol,-72.2158367,42.5892837,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N
292,Atkinson NH Farmers Market,http://www.atkinsonfarmersmarket.org,Atkinson,-71.190087,42.85555,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
293,Atlanta State Farmers Market,,Forest Park,-84.4009,33.6168,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
294,Atlantic City Farmers' Market,http://www.acsid.com,Atlantic City,-74.4256,39.363,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N
295,Atlantic Farmers Market,,Atlantic,-94.9965,41.4043,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N
296,Atlantic Highlands Chamber of Commerce Farmers' Market,http://www.AtlanticHighlands.org,Atlantic Highlands,-74.0389,40.4128,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N
297,Atlas Park Greenmarket,http://www.grownyc.org,Queens,-73.870053,40.709272,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
298,Atmore Farmers Market,,Atmore,-87.4926,31.0243,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
299,Attala County Farmers Market,,Kosciusko,-89.5801,33.0637,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
300,Attleboro Farmers Market,http://www.attleborofarmersmarket.com,Attleboro,-71.285608,41.944544,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y
301,Attleboro/Our Lady of LaSalette,,Attleboro,-71.2603301,41.9310825,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,Y
302,Atwater Village Farmers' Market,http://www.seela.com,Los Angeles,-118.2603,34.11838,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
303,Auburn Dewitt Center Farmers Market,http://www.foothillfarmersmarket.com,Auburn,-121.098,38.9218,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
304,Auburn Farmer's Market,http://www.cityofauburn-ga.org/,Auburn,-83.828,34.0137,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N
305,Auburn Farmers Co-op Market Inc.,http://www.Auburnfarmerscoopmarketinc.com,Auburn,-76.57035,42.93381,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N
306,Auburn Farmers Market,,Auburn,-85.0514,41.3606,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
307,Auburn Farmers Market,http://www.auburnpres.org,Auburn,-95.8156,38.9101,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
308,Auburn Farmers Market,,Auburn,-71.8358,42.2047,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
309,Auburn Hills Farmers Market,http://www.auburnhills.org/farmersmarket,Auburn Hills,-83.2225,42.633,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N
310,Auburn International Farmers Market,http://www.auburnfarmersmarket.org,Auburn,-122.231697,47.306682,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N
311,Auburn Lake of Pines Farmers Market,http://www.foothillfarmersmarket.com,Auburn,-121.051,39.0214,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
312,Auburn Marketplace Farmers Market,,Auburn,-121.068,38.9007,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
313,Auburn Old Town Farmers Market,http://www.foothillfarmersmarket.com,Auburn,-121.076,38.8961,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
314,Audubon Farmers Market,http://www.audubonneighborhood.org/content/audubon-farmers’-market,Minneapolis,-93.237129,45.016819,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
315,Audubon Farmers Market,,Audubon,-94.9375,41.7386,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
316,Augsburg Farmers Market,http://www.iatp.org/minimarkets,Minneapolis,-93.2407,44.9665,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
